region,production_field,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
    Дальневосточный федеральный округ,РАЗДЕЛ С ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,196777093.1,229548044.3,370873846.1,435432461.8,494141664.1,702238926.8,968843264.99,1067495733.19,1098304328.15,1394348626.76,1537831243.0,1585860174.77
    Дальневосточный федеральный округ,    Подраздел СА ДОБЫЧА ТОПЛИВНО-ЭНЕРГЕТИЧЕСКИХ ПОЛЕЗНЫХ  ИСКОПАЕМЫХ,62005125.34,83706390.0,225898465.6,263222901.0,298937153.5,448151684.1,630240404.6,684226475.9,712676646.4,913929630.52,940486143.4,867191207.2
    Дальневосточный федеральный округ,"        Добыча каменного угля,бурого угля и торфа",25407952.24,25617846.5,27288947.6,46543346.0,23856061.8,40800419.0,54304325.2,53869387.3,45596088.4,43981987.02,72245283.1,94473847.7
    Дальневосточный федеральный округ,        Добыча сырой нефти и природного газа; предоставление услуг в этих областях,36597173.1,58088543.5,198609518.0,216679555.1,275081091.7,407198771.1,575936079.4,630357088.6,667080558.0,869947643.5,868240860.3,772717359.5
    Дальневосточный федеральный округ,        Добыча урановой и ториевой руд,,,,,,152493.0,0.0,0.0,0.0,0.0,0.0,0.0
    Дальневосточный федеральный округ,"    Подраздел СВ ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ, КРОМЕ ТОПЛИВНО- ЭНЕРГЕТИЧЕСКИХ",134771967.8,145841654.3,144975380.5,172209560.8,195204510.6,254087242.7,338602860.39,383269257.29,385627681.75,480418996.24,597345099.6,718668967.57
    Дальневосточный федеральный округ,        Добыча металлических руд,49225793.49,55243263.0,57936160.78,84946687.2,122330613.5,142434138.8,193449242.69,222600260.54,210896894.74,270673492.46,362223032.6,408598433.25
    Дальневосточный федеральный округ,        Добыча прочих полезных ископаемых,85546174.31,90598391.3,87039219.75,87262873.6,72873897.05,111653105.9,145153617.7,160668996.75,174730787.01,209745503.78,235122067.0,310070534.32
    Дальневосточный федеральный округ,РАЗДЕЛ D ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,130623035.3,144053772.5,177731869.5,234771403.4,204748507.8,309171788.51,363461674.95,396357588.89,424851503.35,515247406.48,601223449.18,586678483.48
    Дальневосточный федеральный округ,"    Подраздел DA ПРОИЗВОДСТВО ПИЩЕВЫХ ПРОДУКТОВ, ВКЛЮЧАЯ НАПИТКИ, И ТАБАКА",46492829.3,51066845.56,60190531.35,69908031.28,87390385.8,120662591.7,127745564.62,133948069.18,137719694.66,155327138.98,214530324.85,226733699.15
    Дальневосточный федеральный округ,"        Производство пищевых продуктов, включая напитки",46492829.3,51066845.56,60190531.35,69908031.28,87390385.8,120662591.7,127745564.62,133948069.18,137719694.66,155327138.98,214530324.85,226733699.15
    Дальневосточный федеральный округ,        Производство табачных изделий,,,,,0.0,0.0,0.0,,,,,
    Дальневосточный федеральный округ,    Подраздел DB ТЕКСТИЛЬНОЕ И ШВЕЙНОЕ ПРОИЗВОДСТВО,1235599.79,1212317.4,1221406.86,1343804.2,1418328.2,1602665.5,1989236.0,1747962.15,1594802.1,1557867.84,1947612.03,1987264.22
    Дальневосточный федеральный округ,        Текстильное производство,441227.72,435594.3,508093.7,528677.9,566674.55,859304.9,1199444.46,942986.8,904961.2,849175.12,1262349.23,1130883.75
    Дальневосточный федеральный округ,        Производство одежды; выделка и крашение меха,794372.07,776723.1,713313.16,815126.3,851653.65,743359.6,789791.54,804975.35,689840.9,708692.72,685262.8,856380.47
    Дальневосточный федеральный округ,"    Подраздел DC ПРОИЗВОДСТВО КОЖИ, ИЗДЕЛИЙ ИЗ КОЖИ И ПРОИЗВОДСТВО ОБУВИ",167013.2,345883.9,229929.2,342710.1,471193.0,783815.6,844057.1,580315.9,345015.3,411759.55,343893.4,391623.6
    Дальневосточный федеральный округ,"        Производство кожи, изделий из кожи и производство обуви",167013.2,345883.9,229929.2,342710.1,471193.0,783815.6,844057.1,580315.9,345015.3,411759.55,343893.4,391623.6
    Дальневосточный федеральный округ,    Подраздел DD ОБРАБОТКА ДРЕВЕСИНЫ И ПРОИЗВОДСТВО ИЗДЕЛИЙ  ИЗ ДЕРЕВА,4058412.14,4531927.5,4892467.13,5675902.8,6220774.35,10261109.7,12972787.14,12817323.87,13643767.63,15079977.49,20056175.4,23314255.64
    Дальневосточный федеральный округ,"        Обработка древесины и производство изделий из дерева и пробки, кроме мебели",4058412.19,4531927.5,4892467.13,5675902.8,6220774.35,10261109.7,12972787.14,12817323.87,13643767.63,15079977.49,20056175.4,23314255.64
    Дальневосточный федеральный округ,    Подраздел DE ЦЕЛЛЮЛОЗНО-БУМАЖНОЕ ПРОИЗВОДСТВО;  ИЗДАТЕЛЬСКАЯ И ПОЛИГРАФИЧЕСКАЯ ДЕЯТЕЛЬНОСТЬ,2962977.14,3605536.8,4244864.54,5222856.77,4397155.35,6198945.3,6669017.34,6359415.85,6299575.55,6318762.69,7484198.8,6907749.46
    Дальневосточный федеральный округ,"        Производство целлюлозы, древесной массы, бумаги, картона и изделий из них",433406.0,509207.0,551830.4,1006011.9,755762.9,1052427.9,1179758.8,1212782.4,1374017.3,1253388.1,1879756.1,1480631.52
    Дальневосточный федеральный округ,"        Издательская и полиграфическая деятельность, тиражирование записанных носителей информации",2529571.14,3096329.8,3693034.14,4216844.87,3641392.45,5146518.4,5489258.54,5146633.45,4925558.25,5065374.59,5604442.7,5427117.94
    Дальневосточный федеральный округ,    Подраздел DG ХИМИЧЕСКОЕ ПРОИЗВОДСТВО,2628480.4,2882243.5,3449138.9,3514410.1,4440813.5,4612491.4,5168033.5,6774022.6,4712774.8,5188508.6,6799640.3,7879663.87
    Дальневосточный федеральный округ,        Химическое производство,2628480.4,2882243.5,3449138.9,3514410.1,4440813.5,4612491.4,5168033.5,6774022.6,4712774.8,5188508.6,6799640.3,7879663.87
    Дальневосточный федеральный округ,    Подраздел DH ПРОИЗВОДСТВО РЕЗИНОВЫХ И ПЛАСТМАССОВЫХ ИЗДЕЛИЙ,1317942.95,2372296.3,2563180.55,3504358.25,4046670.3,6830507.6,5309339.26,5842202.68,6707789.79,6694039.71,8033169.1,5774713.64
    Дальневосточный федеральный округ,        Производство резиновых и пластмассовых изделий,1317942.55,2372296.2,2563180.55,3504358.25,4046670.3,6830507.6,5309339.26,5842202.68,6707789.79,6694039.71,8033169.1,5774713.64
    Дальневосточный федеральный округ,    Подраздел DI ПРОИЗВОДСТВО ПРОЧИХ НЕМЕТАЛЛИЧЕСКИХ МИНЕРАЛЬНЫХ ПРОДУКТОВ,11005326.04,11700111.64,16524753.46,23746315.4,17414581.45,22106463.6,25104736.66,25444665.93,26688482.25,27610071.15,32374385.5,29018865.74
    Дальневосточный федеральный округ,        Производство прочих неметаллических минеральных продуктов,11005326.44,11700111.64,16524753.46,23746315.4,17414581.45,22106463.6,25104736.66,25444665.93,26688482.25,27610071.15,32374385.5,29018865.74
    Дальневосточный федеральный округ,    Подраздел DJ МЕТАЛЛУРГИЧЕСКОЕ ПРОИЗВОДСТВО И  ПРОИЗВОДСТВО ГОТОВЫХ МЕТАЛЛИЧЕСКИХ ИЗДЕЛИЙ,12834788.75,17306417.6,19734158.27,27502162.52,16460803.38,21921714.4,28224369.7,25184227.1,22755943.7,28153618.06,32608039.9,23289346.71
    Дальневосточный федеральный округ,        Металлургическое производство,9284350.0,10187723.0,14701072.0,20825610.8,10631110.8,13953710.7,16698031.7,15950230.5,12931765.7,18745146.8,18214652.2,12870486.18
    Дальневосточный федеральный округ,        Производство готовых металлических изделий,3550438.75,7118694.6,5033086.28,6676551.72,5829692.58,7968004.7,11526338.0,9233996.6,9824178.0,9408471.26,14393387.7,10418860.53
    Дальневосточный федеральный округ,"    Подраздел DL ПРОИЗВОДСТВО ЭЛЕКТРООБОРУДОВАНИЯ,  ЭЛЕКТРОННОГО И ОПТИЧЕСКОГО ОБОРУДОВАНИЯ",4035260.45,4625028.15,5189026.71,5370651.9,5873548.95,7288645.5,7684216.54,11900014.1,11472570.25,9427846.82,11995201.5,10721539.02
    Дальневосточный федеральный округ,        Производство офисного оборудования и вычислительной техники,,95907.6,46957.2,10488.5,7437.8,217130.0,111419.1,2961947.9,3154848.3,1510485.6,2883947.3,3961962.0
    Дальневосточный федеральный округ,        Производство электрических машин и электрооборудования,2508899.92,2810595.85,3509202.08,3395101.4,3381319.4,3565717.8,4305884.04,4448312.1,3533411.8,3742117.22,3568673.0,2666468.42
    Дальневосточный федеральный округ,"        Производство электронных компонентов, аппаратуры для радио, телевидения и связи",689984.35,478322.1,241281.9,331458.0,281635.3,660080.7,280844.3,893493.1,767726.5,749417.9,1140018.6,724299.96
    Дальневосточный федеральный округ,"        Производство медицинских изделий; средств измерений, контроля, управления и испытаний; оптических приборов, фото- и кинооборудования; часов",823325.02,1240202.6,1391585.53,1633604.0,2203156.45,2845717.0,2986069.1,3596261.0,4016583.65,3425826.1,4402562.6,3368808.64
    Дальневосточный федеральный округ,    Подраздел DM ПРОИЗВОДСТВО ТРАНСПОРТНЫХ СРЕДСТВ И  ОБОРУДОВАНИЯ,16530593.26,17426306.15,29368429.73,30578830.83,25179900.2,52030840.11,81666663.1,104812898.9,124067660.55,176961444.39,164928380.4,160320381.18
    Дальневосточный федеральный округ,"        Производство автомобилей, прицепов и полуприцепов",72649.6,9793.5,42275.7,39835.1,36466.0,8233373.0,15355572.7,22680907.9,51073955.7,61369329.0,36428195.7,27007322.2
    Дальневосточный федеральный округ,"        Производство судов, летательных и космических аппаратов и прочих транспортных средств",16457943.66,17416512.65,29326154.03,30538995.73,25143434.2,43797468.11,66311090.4,82131991.0,72993704.85,115592115.39,128500184.7,133313058.98
    Дальневосточный федеральный округ,                Строительство и ремонт судов,,,,,,10141522.2,,,,,,
    Дальневосточный федеральный округ,    Подраздел DN ПРОЧИЕ ПРОИЗВОДСТВА,9109017.11,6260362.7,6816283.87,8336271.7,7292275.55,23381651.4,21280012.4,17016424.84,16438257.32,20842174.7,24092850.4,19573662.5
    Дальневосточный федеральный округ,"        Производство мебели и прочей продукции, не включенной в другие группировки",7255587.06,4696461.1,5358561.37,6687642.6,6040660.55,17921272.0,17756514.4,13566927.54,13654004.02,16086295.95,14124457.0,13919406.55
    Дальневосточный федеральный округ,        Обработка вторичного сырья,1853430.05,1563901.6,1457722.5,1648629.1,1251615.0,5460379.4,3523498.0,3449497.3,2784253.3,4755878.75,9968393.4,5654255.95
    Дальневосточный федеральный округ,"РАЗДЕЛ E ПРОИЗВОДСТВО И РАСПРЕДЕЛЕНИЕ ЭЛЕКТРОЭНЕРГИИ, ГАЗА И ВОДЫ",104934721.3,123160526.5,131752209.7,143392319.5,172290543.9,198707358.07,213849660.72,227001677.03,244194614.98,263789271.44,278749997.75,293531986.17
    Дальневосточный федеральный округ,"Добыча и обогащение прочих полезных ископаемых, не включенных в другие группировки",,,,,,105115179.2,,,,,,
    Дальневосточный федеральный округ,Добыча и обогащение руд прочих цветных металлов,,,,,,125706334.9,,,,,,
    Дальневосточный федеральный округ,"Добыча полезных ископаемых; обрабатывающие производства; производство и распределение электроэнергии, газа и воды",432334849.8,496762343.3,680357925.3,813596184.4,,1210118073.38,1546154601.0,1690854999.0,,,,
    Дальневосточный федеральный округ,"Продукция прочих материалов и веществ, не включенных в другие группировки",1350027.51,1049097.6,1337342.3,,,2437831.0,4105398.7,4040431.7,,,,
    Дальневосточный федеральный округ,Производство кокса и нефтепродуктов,10830845.1,12144628.5,12720503.7,37909854.9,13829840.3,16873064.8,21097135.7,25584966.0,33510185.4,45058065.4,51511918.9,52411645.3
    Дальневосточный федеральный округ,Производство машин и оборудования (без производства оружия и боеприпасов),6063922.2,7524769.5,9249852.86,9988775.03,8424917.32,12179450.9,13601107.19,14304648.09,14390437.45,13200548.7,20155319.2,14060640.55
    Дальневосточный федеральный округ,Производство отливок из легких металлов и  прочих цветных металлов,,,,,,290244.0,,,,,,
    Дальневосточный федеральный округ,"Производство, передача и распределение электроэнергии, газа, пара и горячей воды",98113019.67,113699439.4,122329660.5,133726717.4,161122315.9,185028470.77,201024840.72,214530341.23,232005185.58,250835682.55,266687218.25,280932098.4
    Дальневосточный федеральный округ,"Сбор, очистка и распределение воды",6766628.7,9461087.19,9422549.2,9665602.1,,13678892.3,12824820.0,12471335.8,12189429.4,12953588.89,12062779.5,12599887.77
    Дальневосточный федеральный округ,"            Сбор, очистка и распределение воды",,,,9665602.1,,13678892.3,,12471335.8,,,,
    Дальневосточный федеральный округ,"                Сбор, очистка и распределение воды",,,,9665602.1,11168228.0,13678892.3,12824820.0,,,,,
    Крымский федеральный округ,РАЗДЕЛ С ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,,,,,,,,,,2964907.4,8403101.44,
    Крымский федеральный округ,    Подраздел СА ДОБЫЧА ТОПЛИВНО-ЭНЕРГЕТИЧЕСКИХ ПОЛЕЗНЫХ  ИСКОПАЕМЫХ,,,,,,,,,,2190057.6,6332559.0,
    Крымский федеральный округ,        Добыча сырой нефти и природного газа; предоставление услуг в этих областях,,,,,,,,,,2190057.6,6332559.0,
    Крымский федеральный округ,"    Подраздел СВ ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ, КРОМЕ ТОПЛИВНО- ЭНЕРГЕТИЧЕСКИХ",,,,,,,,,,774849.8,2070542.44,
    Крымский федеральный округ,        Добыча металлических руд,,,,,,,,,,0.0,0.0,
    Крымский федеральный округ,        Добыча прочих полезных ископаемых,,,,,,,,,,774849.8,2070542.44,
    Крымский федеральный округ,РАЗДЕЛ D ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,,,,,,,,,,27247300.5,56075098.49,
    Крымский федеральный округ,"    Подраздел DA ПРОИЗВОДСТВО ПИЩЕВЫХ ПРОДУКТОВ, ВКЛЮЧАЯ НАПИТКИ, И ТАБАКА",,,,,,,,,,17277872.9,29765614.31,
    Крымский федеральный округ,"        Производство пищевых продуктов, включая напитки",,,,,,,,,,17269015.6,29756757.01,
    Крымский федеральный округ,        Производство табачных изделий,,,,,,,,,,8857.3,8857.3,
    Крымский федеральный округ,    Подраздел DB ТЕКСТИЛЬНОЕ И ШВЕЙНОЕ ПРОИЗВОДСТВО,,,,,,,,,,101692.7,241997.23,
    Крымский федеральный округ,        Текстильное производство,,,,,,,,,,88162.6,212879.63,
    Крымский федеральный округ,        Производство одежды; выделка и крашение меха,,,,,,,,,,13530.1,29117.6,
    Крымский федеральный округ,"    Подраздел DC ПРОИЗВОДСТВО КОЖИ, ИЗДЕЛИЙ ИЗ КОЖИ И ПРОИЗВОДСТВО ОБУВИ",,,,,,,,,,12364.3,44362.8,
    Крымский федеральный округ,"        Производство кожи, изделий из кожи и производство обуви",,,,,,,,,,12364.3,44362.8,
    Крымский федеральный округ,    Подраздел DD ОБРАБОТКА ДРЕВЕСИНЫ И ПРОИЗВОДСТВО ИЗДЕЛИЙ  ИЗ ДЕРЕВА,,,,,,,,,,11247.1,26272.8,
    Крымский федеральный округ,"        Обработка древесины и производство изделий из дерева и пробки, кроме мебели",,,,,,,,,,11247.1,26272.8,
    Крымский федеральный округ,    Подраздел DE ЦЕЛЛЮЛОЗНО-БУМАЖНОЕ ПРОИЗВОДСТВО;  ИЗДАТЕЛЬСКАЯ И ПОЛИГРАФИЧЕСКАЯ ДЕЯТЕЛЬНОСТЬ,,,,,,,,,,334874.3,808077.92,
    Крымский федеральный округ,"        Производство целлюлозы, древесной массы, бумаги, картона и изделий из них",,,,,,,,,,158733.0,400272.81,
    Крымский федеральный округ,"        Издательская и полиграфическая деятельность, тиражирование записанных носителей информации",,,,,,,,,,176141.3,407805.11,
    Крымский федеральный округ,    Подраздел DG ХИМИЧЕСКОЕ ПРОИЗВОДСТВО,,,,,,,,,,4967175.2,10524884.6,
    Крымский федеральный округ,        Химическое производство,,,,,,,,,,4967175.2,10524884.6,
    Крымский федеральный округ,    Подраздел DH ПРОИЗВОДСТВО РЕЗИНОВЫХ И ПЛАСТМАССОВЫХ ИЗДЕЛИЙ,,,,,,,,,,220355.8,955676.99,
    Крымский федеральный округ,        Производство резиновых и пластмассовых изделий,,,,,,,,,,220355.8,955676.99,
    Крымский федеральный округ,    Подраздел DI ПРОИЗВОДСТВО ПРОЧИХ НЕМЕТАЛЛИЧЕСКИХ МИНЕРАЛЬНЫХ ПРОДУКТОВ,,,,,,,,,,1054770.9,4450534.49,
    Крымский федеральный округ,        Производство прочих неметаллических минеральных продуктов,,,,,,,,,,1054770.9,4450534.49,
    Крымский федеральный округ,    Подраздел DJ МЕТАЛЛУРГИЧЕСКОЕ ПРОИЗВОДСТВО И  ПРОИЗВОДСТВО ГОТОВЫХ МЕТАЛЛИЧЕСКИХ ИЗДЕЛИЙ,,,,,,,,,,357738.2,1707988.38,
    Крымский федеральный округ,        Металлургическое производство,,,,,,,,,,75962.4,77146.3,
    Крымский федеральный округ,        Производство готовых металлических изделий,,,,,,,,,,281775.8,1630842.08,
    Крымский федеральный округ,"    Подраздел DL ПРОИЗВОДСТВО ЭЛЕКТРООБОРУДОВАНИЯ,  ЭЛЕКТРОННОГО И ОПТИЧЕСКОГО ОБОРУДОВАНИЯ",,,,,,,,,,1009079.9,2240167.98,
    Крымский федеральный округ,        Производство офисного оборудования и вычислительной техники,,,,,,,,,,49108.1,49108.1,
    Крымский федеральный округ,        Производство электрических машин и электрооборудования,,,,,,,,,,639219.8,1728745.28,
    Крымский федеральный округ,"        Производство электронных компонентов, аппаратуры для радио, телевидения и связи",,,,,,,,,,14669.8,24122.1,
    Крымский федеральный округ,"        Производство медицинских изделий; средств измерений, контроля, управления и испытаний; оптических приборов, фото- и кинооборудования; часов",,,,,,,,,,306082.2,438192.5,
    Крымский федеральный округ,    Подраздел DM ПРОИЗВОДСТВО ТРАНСПОРТНЫХ СРЕДСТВ И  ОБОРУДОВАНИЯ,,,,,,,,,,786680.9,2549890.76,
    Крымский федеральный округ,"        Производство автомобилей, прицепов и полуприцепов",,,,,,,,,,2333.5,2727.5,
    Крымский федеральный округ,"        Производство судов, летательных и космических аппаратов и прочих транспортных средств",,,,,,,,,,784347.4,2547163.26,
    Крымский федеральный округ,    Подраздел DN ПРОЧИЕ ПРОИЗВОДСТВА,,,,,,,,,,181317.4,487814.7,
    Крымский федеральный округ,"        Производство мебели и прочей продукции, не включенной в другие группировки",,,,,,,,,,107360.9,331113.0,
    Крымский федеральный округ,        Обработка вторичного сырья,,,,,,,,,,73956.5,156701.7,
    Крымский федеральный округ,"РАЗДЕЛ E ПРОИЗВОДСТВО И РАСПРЕДЕЛЕНИЕ ЭЛЕКТРОЭНЕРГИИ, ГАЗА И ВОДЫ",,,,,,,,,,14284655.9,31243204.62,
    Крымский федеральный округ,Производство кокса и нефтепродуктов,,,,,,,,,,0.0,54690.3,
    Крымский федеральный округ,Производство машин и оборудования (без производства оружия и боеприпасов),,,,,,,,,,928073.3,2176568.93,
    Крымский федеральный округ,"Производство, передача и распределение электроэнергии, газа, пара и горячей воды",,,,,,,,,,13321466.5,28827140.32,
    Крымский федеральный округ,"Сбор, очистка и распределение воды",,,,,,,,,,963189.4,2416064.3,
Московская обл. в старых границах,РАЗДЕЛ С ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,,,,,,,7455736.3,,,,,
Московская обл. в старых границах,РАЗДЕЛ D ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,,,,,,,1425058084.36,,,,,
Московская обл. в старых границах,"РАЗДЕЛ E ПРОИЗВОДСТВО И РАСПРЕДЕЛЕНИЕ ЭЛЕКТРОЭНЕРГИИ, ГАЗА И ВОДЫ",,,,,,,306841084.25,,,,,
Москва в старых границах,РАЗДЕЛ С ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,,,,,,,643044319.7,,,,,
Москва в старых границах,РАЗДЕЛ D ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,,,,,,,2405166705.5,,,,,
Москва в старых границах,"РАЗДЕЛ E ПРОИЗВОДСТВО И РАСПРЕДЕЛЕНИЕ ЭЛЕКТРОЭНЕРГИИ, ГАЗА И ВОДЫ",,,,,,,593778943.0,,,,,
Республика Алтай,РАЗДЕЛ С ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,283389.7,320264.4,405177.1,493675.0,541170.1,508514.5,862291.6,739901.1,575435.9,627905.0,977244.2,1568027.3
Республика Алтай,РАЗДЕЛ D ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,459667.1,761701.97,1051322.3,1082435.4,1172393.3,1596967.3,1295829.2,1367318.9,2452091.8,3277115.6,7172052.1,4777004.8
Республика Алтай,"РАЗДЕЛ E ПРОИЗВОДСТВО И РАСПРЕДЕЛЕНИЕ ЭЛЕКТРОЭНЕРГИИ, ГАЗА И ВОДЫ",609288.7,928747.2,827873.0,1012800.9,1280579.72,1637306.9,1654153.0,1817250.1,1838416.6,2050226.4,2389871.7,2757576.0
Республика Тыва,РАЗДЕЛ С ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,1014056.9,1248066.3,1425415.3,1885105.3,2127662.3,3010700.0,3375565.3,3640248.7,3624445.0,4569260.5,7847999.3,14998889.3
Республика Тыва,РАЗДЕЛ D ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,427238.1,606392.5,687661.0,436491.3,639520.7,768776.7,514447.1,680871.4,894531.1,612453.2,724946.7,664403.0
Республика Тыва,"РАЗДЕЛ E ПРОИЗВОДСТВО И РАСПРЕДЕЛЕНИЕ ЭЛЕКТРОЭНЕРГИИ, ГАЗА И ВОДЫ",795122.7,860124.4,1253273.0,1919153.8,2215455.0,2860426.5,2867771.6,2920356.9,3219918.4,3572483.7,3742073.3,4096074.6
Республика Хакасия,РАЗДЕЛ С ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,6770391.8,8230425.9,8910201.1,10924768.3,13678755.1,20856729.1,26536262.8,28158717.2,27945718.4,31759905.0,38966723.7,41421618.4
Республика Хакасия,РАЗДЕЛ D ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,22819262.5,30418378.7,41936795.8,43560927.9,39570422.4,50946676.2,56595057.2,61763807.4,65985136.2,71930371.5,90277585.5,82433223.3
Республика Хакасия,"РАЗДЕЛ E ПРОИЗВОДСТВО И РАСПРЕДЕЛЕНИЕ ЭЛЕКТРОЭНЕРГИИ, ГАЗА И ВОДЫ",7883105.7,10797268.3,9306963.1,13473925.4,16216475.1,13689231.9,21461833.8,26769679.3,29211132.3,31298035.6,38604865.0,46345817.0
Алтайский край,РАЗДЕЛ С ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,461065.8,968509.5,2238427.0,3095174.2,3383227.4,4402533.5,6040719.3,7208823.3,4068447.3,3637479.2,5519930.2,4852175.4
Алтайский край,РАЗДЕЛ D ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,70381505.7,91823076.0,108789152.1,154664118.1,118002216.6,168751640.23,189278944.51,198975943.75,205629895.84,209856860.91,271650997.4,265882785.23
Алтайский край,"РАЗДЕЛ E ПРОИЗВОДСТВО И РАСПРЕДЕЛЕНИЕ ЭЛЕКТРОЭНЕРГИИ, ГАЗА И ВОДЫ",21776598.5,23693231.2,19258417.8,23895909.58,26748131.7,31793620.2,31991197.62,34397596.85,37720556.35,40843130.03,44355402.78,45046977.27
Красноярский край,РАЗДЕЛ С ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,26470339.3,29105160.0,35343778.2,46536978.79,85991680.35,240570574.1,266636160.5,248580354.7,296844242.8,318765713.4,373484427.1,403581210.4
Красноярский край,РАЗДЕЛ D ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,303894403.6,429587935.0,524538151.5,457205525.5,419735060.4,571328553.0,628113196.7,629581143.9,644296854.32,777413300.78,913319183.7,940698386.31
Красноярский край,"РАЗДЕЛ E ПРОИЗВОДСТВО И РАСПРЕДЕЛЕНИЕ ЭЛЕКТРОЭНЕРГИИ, ГАЗА И ВОДЫ",42462826.3,56565494.4,52347728.9,64816144.34,76586533.05,86045196.4,95432055.7,105701284.8,119348300.88,134337871.85,160264460.12,164149499.55
            Таймырский (Долгано-Ненецкий) автономный округ (Красноярский край),РАЗДЕЛ С ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,519590.2,832119.5,,,,,,,,,,
            Таймырский (Долгано-Ненецкий) автономный округ (Красноярский край),РАЗДЕЛ D ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,49164.3,123466.4,,,,,,,,,,
            Таймырский (Долгано-Ненецкий) автономный округ (Красноярский край),"РАЗДЕЛ E ПРОИЗВОДСТВО И РАСПРЕДЕЛЕНИЕ ЭЛЕКТРОЭНЕРГИИ, ГАЗА И ВОДЫ",574276.4,883707.1,,,,,,,,,,
            Эвенкийский автономный округ (Красноярский край),РАЗДЕЛ С ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,173205.5,295565.7,,,,,,,,,,
            Эвенкийский автономный округ (Красноярский край),РАЗДЕЛ D ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,67091.1,62116.1,,,,,,,,,,
            Эвенкийский автономный округ (Красноярский край),"РАЗДЕЛ E ПРОИЗВОДСТВО И РАСПРЕДЕЛЕНИЕ ЭЛЕКТРОЭНЕРГИИ, ГАЗА И ВОДЫ",531311.6,614626.4,,,,,,,,,,
Иркутская область,РАЗДЕЛ С ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,17106078.26,19153448.96,30125699.3,34376345.18,40988329.55,68817388.3,129794905.1,190587156.4,213895861.23,259575011.4,348350477.2,393441011.69
Иркутская область,РАЗДЕЛ D ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,158265349.3,205757279.7,206266558.8,227549213.4,213086075.6,272409851.6,299405882.32,310081293.0,340426796.74,367517907.18,458525812.3,457587191.89
Иркутская область,"РАЗДЕЛ E ПРОИЗВОДСТВО И РАСПРЕДЕЛЕНИЕ ЭЛЕКТРОЭНЕРГИИ, ГАЗА И ВОДЫ",29018849.8,40306225.16,41851704.62,48036310.1,60271378.3,77345605.8,81275015.1,81865409.31,82614103.29,82363000.32,91592666.92,100316765.27
            Усть-Ордынский Бурятский округ,РАЗДЕЛ С ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,46867.3,113606.8,223055.3,,,,,,,,,
            Усть-Ордынский Бурятский округ,РАЗДЕЛ D ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,113625.7,195253.3,225530.4,,,,,,,,,
            Усть-Ордынский Бурятский округ,"РАЗДЕЛ E ПРОИЗВОДСТВО И РАСПРЕДЕЛЕНИЕ ЭЛЕКТРОЭНЕРГИИ, ГАЗА И ВОДЫ",89426.2,110268.6,120116.8,,,,,,,,,
Кемеровская область - Кузбасс,РАЗДЕЛ С ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,161231083.0,160620268.4,208670674.8,312055089.2,258324106.9,377514295.8,507992924.7,478533588.1,438022072.3,457400041.4,553435447.7,658775874.9
Кемеровская область - Кузбасс,РАЗДЕЛ D ОБРАБАТЫВАЮЩИЕ ПРОИЗВОДСТВА,185573727.5,205388955.7,246245901.7,314105374.0,219491260.4,309470903.4,385412992.0,376756969.0,382330630.4,446771833.1,476137123.3,475009093.37
