region,total,18_30,31_40,41_50,51_60,60_,date
Республика Башкортостан,237265.0,11029.0,16719.0,20877.0,38374.0,150266.0,2021-06-01
Республика Марий Эл,59431.0,2488.0,3940.0,4892.0,9181.0,38930.0,2021-06-01
Республика Мордовия,65140.0,2221.0,3873.0,5670.0,11358.0,42018.0,2021-06-01
Республика Татарстан,273840.0,12166.0,18707.0,24769.0,48626.0,169572.0,2021-06-01
Удмуртская Республика,99746.0,4366.0,7471.0,9925.0,15925.0,62059.0,2021-06-01
Чувашская Республика,74569.0,3494.0,5192.0,7112.0,12608.0,46163.0,2021-06-01
Кировская область,115003.0,3289.0,6264.0,8187.0,14410.0,82853.0,2021-06-01
Нижегородская область,270199.0,9360.0,14394.0,20279.0,36146.0,190020.0,2021-06-01
Оренбургская область,178481.0,6617.0,10638.0,13807.0,25907.0,121512.0,2021-06-01
Пензенская область,92889.0,3124.0,5665.0,8281.0,14833.0,60986.0,2021-06-01
Пермский край,191030.0,7802.0,13437.0,17071.0,25777.0,126943.0,2021-06-01
Самарская область,201696.0,8154.0,14663.0,20644.0,34767.0,123468.0,2021-06-01
Саратовская область,131470.0,5823.0,10084.0,13910.0,23348.0,78305.0,2021-06-01
Ульяновская область,105948.0,4032.0,7029.0,9293.0,18023.0,67571.0,2021-06-01
Уральский федеральный округ,703371.0,36410.0,58343.0,72675.0,107559.0,428384.0,2021-06-01
Курганская область,69991.0,2859.0,4963.0,6445.0,10801.0,44923.0,2021-06-01
Свердловская область,263939.0,12969.0,22416.0,28678.0,38931.0,160945.0,2021-06-01
Тюменская область,89919.0,4600.0,7628.0,8557.0,13251.0,55883.0,2021-06-01
Ханты-Мансийский автономный округ,52954.0,3954.0,5883.0,6976.0,10267.0,25874.0,2021-06-01
Ямало-Ненецкий автономный округ,13956.0,1297.0,1515.0,1814.0,2992.0,6338.0,2021-06-01
Челябинская область,212612.0,10731.0,15938.0,20205.0,31317.0,134421.0,2021-06-01
Сибирский федеральный округ,1190856.0,60850.0,105165.0,130901.0,188862.0,705078.0,2021-06-01
Республика Алтай,20340.0,888.0,1640.0,2133.0,3146.0,12533.0,2021-06-01
Республика Тыва,20902.0,1898.0,2875.0,4116.0,5039.0,6974.0,2021-06-01
Республика Хакасия,26443.0,1486.0,2685.0,3239.0,4139.0,14894.0,2021-06-01
Алтайский край,166170.0,7196.0,13269.0,16423.0,22694.0,106588.0,2021-06-01
Кемеровская область,209200.0,9068.0,16902.0,21700.0,32791.0,128739.0,2021-06-01
Новосибирская область,181172.0,7941.0,15150.0,19296.0,28359.0,110426.0,2021-06-01
Омская область,121161.0,5834.0,9903.0,12694.0,19835.0,72895.0,2021-06-01
Томская область,64169.0,3936.0,6145.0,7958.0,10908.0,35222.0,2021-06-01
Красноярский край,179161.0,9965.0,16070.0,20429.0,30053.0,102644.0,2021-06-01
Иркутская область,202138.0,12638.0,20526.0,22913.0,31898.0,114163.0,2021-06-01
Дальневосточный федеральный округ,482853.0,27849.0,45179.0,57447.0,76869.0,275509.0,2021-06-01
Республика Бурятия,73419.0,4230.0,7182.0,8658.0,12295.0,41054.0,2021-06-01
Забайкальский край,74951.0,4331.0,7193.0,8425.0,11088.0,43914.0,2021-06-01
Хабаровский край,63444.0,3500.0,5506.0,7540.0,9375.0,37523.0,2021-06-01
Амурская область,61296.0,3271.0,5118.0,6337.0,9139.0,37431.0,2021-06-01
Камчатский край,12920.0,795.0,1195.0,1598.0,2119.0,7213.0,2021-06-01
Магаданская область,4972.0,338.0,574.0,722.0,907.0,2431.0,2021-06-01
Сахалинская область,21182.0,1409.0,2132.0,2882.0,3246.0,11513.0,2021-06-01
Еврейская автономная область,12145.0,638.0,1181.0,1442.0,1672.0,7212.0,2021-06-01
Чукотский автономный округ,1647.0,182.0,218.0,295.0,374.0,578.0,2021-06-01
Республика Саха (Якутия),52296.0,4147.0,5532.0,6985.0,10646.0,24986.0,2021-06-01
Приморский край,104581.0,5008.0,9348.0,12563.0,16008.0,61654.0,2021-06-01
г. Байконур,1201.0,133.0,128.0,175.0,358.0,407.0,2021-06-01
Российская Федерация,10745240.0,486988.0,794102.0,1072909.0,1727930.0,6663311.0,2021-07-01
Центральный федеральный округ,3068608.0,102666.0,174229.0,256354.0,466163.0,2069196.0,2021-07-01
Белгородская область,187582.0,4927.0,9276.0,14817.0,27889.0,130673.0,2021-07-01
Брянская область,101925.0,3409.0,6154.0,9710.0,17201.0,65451.0,2021-07-01
Владимирская область,116490.0,3716.0,6637.0,9574.0,16998.0,79565.0,2021-07-01
Воронежская область,209323.0,6582.0,11912.0,18084.0,35707.0,137038.0,2021-07-01
Ивановская область,74348.0,2588.0,4605.0,6627.0,10930.0,49598.0,2021-07-01
Калужская область,74683.0,2935.0,4930.0,6830.0,11658.0,48330.0,2021-07-01
Костромская область,55174.0,1836.0,3643.0,4715.0,8644.0,36336.0,2021-07-01
Курская область,115385.0,4703.0,8519.0,13390.0,23162.0,65611.0,2021-07-01
Липецкая область,109792.0,3648.0,6572.0,9629.0,18046.0,71897.0,2021-07-01
Орловская область,57045.0,2306.0,3640.0,5316.0,8969.0,36814.0,2021-07-01
Рязанская область,123127.0,3570.0,6197.0,9453.0,18177.0,85730.0,2021-07-01
Смоленская область,70293.0,2636.0,5172.0,6979.0,11731.0,43775.0,2021-07-01
Тамбовская область,103218.0,2956.0,5690.0,9921.0,17388.0,67263.0,2021-07-01
Тверская область,91648.0,3627.0,6126.0,8399.0,14624.0,58872.0,2021-07-01
Тульская область,139621.0,4717.0,8769.0,13871.0,23184.0,89080.0,2021-07-01
Ярославская область,93457.0,2664.0,5001.0,7451.0,12671.0,65670.0,2021-07-01
город Москва,946572.0,29904.0,45125.0,65059.0,127143.0,679341.0,2021-07-01
Московская область,398925.0,15942.0,26261.0,36529.0,62041.0,258152.0,2021-07-01
Северо-Западный федеральный округ,1136519.0,35321.0,60575.0,83322.0,140990.0,816311.0,2021-07-01
Республика Карелия,56935.0,1956.0,3286.0,4539.0,7059.0,40095.0,2021-07-01
Республика Коми,59585.0,2766.0,4980.0,6576.0,9972.0,35291.0,2021-07-01
Архангельская область,81608.0,2931.0,5135.0,7164.0,11070.0,55308.0,2021-07-01
Ненецкий автономный округ,2847.0,127.0,207.0,326.0,454.0,1733.0,2021-07-01
Вологодская область,89139.0,2913.0,5193.0,7335.0,13303.0,60395.0,2021-07-01
Калининградская область,64965.0,2615.0,4300.0,5896.0,9646.0,42508.0,2021-07-01
город Санкт-Петербург,530740.0,13136.0,20824.0,29141.0,53180.0,414459.0,2021-07-01
Ленинградская область,124609.0,3507.0,7169.0,9843.0,17128.0,86962.0,2021-07-01
Мурманская область,27500.0,1536.0,2464.0,3341.0,4322.0,15837.0,2021-07-01
Новгородская область,53106.0,1797.0,3342.0,4406.0,7734.0,35827.0,2021-07-01
Псковская область,45485.0,2037.0,3675.0,4755.0,7122.0,27896.0,2021-07-01
Северо-Кавказский федеральный округ,914352.0,89354.0,123436.0,156040.0,207182.0,338340.0,2021-07-01
Республика Дагестан,309656.0,35771.0,46152.0,58736.0,78410.0,90587.0,2021-07-01
Республика Ингушетия,59850.0,7489.0,7531.0,12608.0,16468.0,15754.0,2021-07-01
Кабардино-Балкарская Республика,55682.0,3720.0,5210.0,6962.0,13066.0,26724.0,2021-07-01
Карачаево-Черкесская Республика,51561.0,3723.0,5271.0,7713.0,12267.0,22587.0,2021-07-01
Республика Северная Осетия-Алания,54538.0,2239.0,3430.0,5309.0,10619.0,32941.0,2021-07-01
Чеченская Республика,177868.0,27036.0,41500.0,42714.0,36448.0,30170.0,2021-07-01
Ставропольский край,205197.0,9376.0,14342.0,21998.0,39904.0,119577.0,2021-07-01
Южный федеральный округ,1162829.0,50234.0,89333.0,130142.0,213313.0,679807.0,2021-07-01
Республика Адыгея,31946.0,1441.0,2365.0,3711.0,6279.0,18150.0,2021-07-01
Республика Калмыкия,20826.0,1679.0,1983.0,2212.0,4318.0,10634.0,2021-07-01
Республика Крым,122678.0,4852.0,10274.0,15515.0,25824.0,66213.0,2021-07-01
Краснодарский край,419452.0,18687.0,28181.0,41697.0,69198.0,261689.0,2021-07-01
Астраханская область,42686.0,2696.0,4021.0,5071.0,7620.0,23278.0,2021-07-01
Волгоградская область,164088.0,6253.0,11612.0,16809.0,27492.0,101922.0,2021-07-01
Ростовская область,340299.0,13828.0,29434.0,42940.0,69403.0,184694.0,2021-07-01
город Севастополь,20854.0,798.0,1463.0,2187.0,3179.0,13227.0,2021-07-01
Приволжский федеральный округ,2090297.0,84032.0,138014.0,185067.0,327883.0,1355301.0,2021-07-01
Республика Башкортостан,236548.0,11036.0,16696.0,20930.0,38239.0,149647.0,2021-07-01
Республика Марий Эл,59072.0,2486.0,3924.0,4882.0,9098.0,38682.0,2021-07-01
Республика Мордовия,64921.0,2214.0,3866.0,5648.0,11283.0,41910.0,2021-07-01
Республика Татарстан,273080.0,12142.0,18732.0,24784.0,48368.0,169054.0,2021-07-01
Удмуртская Республика,99634.0,4385.0,7466.0,9942.0,15866.0,61975.0,2021-07-01
Чувашская Республика,74253.0,3495.0,5180.0,7140.0,12540.0,45898.0,2021-07-01
Кировская область,114518.0,3285.0,6261.0,8191.0,14324.0,82457.0,2021-07-01
Нижегородская область,268713.0,9367.0,14396.0,20298.0,35919.0,188733.0,2021-07-01
Оренбургская область,177969.0,6627.0,10629.0,13835.0,25854.0,121024.0,2021-07-01
Пензенская область,92601.0,3138.0,5641.0,8317.0,14806.0,60699.0,2021-07-01
Пермский край,190823.0,7830.0,13471.0,17127.0,25771.0,126624.0,2021-07-01
Самарская область,201330.0,8158.0,14665.0,20702.0,34596.0,123209.0,2021-07-01
Саратовская область,131203.0,5832.0,10074.0,13963.0,23267.0,78067.0,2021-07-01
Ульяновская область,105632.0,4037.0,7013.0,9308.0,17952.0,67322.0,2021-07-01
Уральский федеральный округ,702198.0,36477.0,58294.0,72900.0,107298.0,427229.0,2021-07-01
Курганская область,69833.0,2860.0,4956.0,6441.0,10756.0,44820.0,2021-07-01
Свердловская область,263310.0,12976.0,22377.0,28738.0,38845.0,160374.0,2021-07-01
Тюменская область,89747.0,4600.0,7653.0,8574.0,13221.0,55699.0,2021-07-01
Ханты-Мансийский автономный округ,53061.0,3967.0,5892.0,7024.0,10264.0,25914.0,2021-07-01
Ямало-Ненецкий автономный округ,13993.0,1310.0,1511.0,1819.0,3004.0,6349.0,2021-07-01
Челябинская область,212254.0,10764.0,15905.0,20304.0,31208.0,134073.0,2021-07-01
Сибирский федеральный округ,1187558.0,60916.0,104952.0,131415.0,188091.0,702184.0,2021-07-01
Республика Алтай,20257.0,886.0,1636.0,2137.0,3139.0,12459.0,2021-07-01
Республика Тыва,20897.0,1901.0,2876.0,4106.0,5032.0,6982.0,2021-07-01
Республика Хакасия,26347.0,1497.0,2666.0,3249.0,4100.0,14835.0,2021-07-01
Алтайский край,165756.0,7212.0,13235.0,16462.0,22574.0,106273.0,2021-07-01
Кемеровская область,208538.0,9064.0,16850.0,21782.0,32591.0,128251.0,2021-07-01
Новосибирская область,180317.0,7910.0,15110.0,19374.0,28216.0,109707.0,2021-07-01
Омская область,120881.0,5841.0,9906.0,12724.0,19755.0,72655.0,2021-07-01
Томская область,64442.0,3973.0,6160.0,8051.0,10966.0,35292.0,2021-07-01
Красноярский край,178798.0,9997.0,16037.0,20524.0,29911.0,102329.0,2021-07-01
Иркутская область,201325.0,12635.0,20476.0,23006.0,31807.0,113401.0,2021-07-01
Дальневосточный федеральный округ,481671.0,27853.0,45138.0,57495.0,76650.0,274535.0,2021-07-01
Республика Бурятия,73097.0,4250.0,7165.0,8659.0,12239.0,40784.0,2021-07-01
Забайкальский край,74830.0,4344.0,7192.0,8438.0,11063.0,43793.0,2021-07-01
Хабаровский край,63376.0,3494.0,5511.0,7581.0,9401.0,37389.0,2021-07-01
Амурская область,61081.0,3268.0,5108.0,6331.0,9076.0,37298.0,2021-07-01
Камчатский край,12874.0,797.0,1199.0,1590.0,2118.0,7170.0,2021-07-01
Магаданская область,4967.0,341.0,570.0,728.0,905.0,2423.0,2021-07-01
Сахалинская область,21137.0,1413.0,2130.0,2888.0,3230.0,11476.0,2021-07-01
Еврейская автономная область,12114.0,635.0,1184.0,1432.0,1673.0,7190.0,2021-07-01
Чукотский автономный округ,1655.0,181.0,219.0,293.0,377.0,585.0,2021-07-01
Республика Саха (Якутия),52275.0,4151.0,5535.0,6978.0,10610.0,25001.0,2021-07-01
Приморский край,104265.0,4979.0,9325.0,12577.0,15958.0,61426.0,2021-07-01
г. Байконур,1208.0,135.0,131.0,174.0,360.0,408.0,2021-07-01
Российская Федерация,10707883.0,487029.0,792570.0,1072605.0,1717908.0,6637771.0,2021-08-01
Центральный федеральный округ,3057829.0,102609.0,173921.0,256085.0,463337.0,2061877.0,2021-08-01
Белгородская область,186784.0,4903.0,9238.0,14752.0,27725.0,130166.0,2021-08-01
Брянская область,101509.0,3389.0,6144.0,9683.0,17121.0,65172.0,2021-08-01
Владимирская область,115999.0,3713.0,6621.0,9553.0,16914.0,79198.0,2021-08-01
Воронежская область,209015.0,6581.0,11930.0,18109.0,35511.0,136884.0,2021-08-01
Ивановская область,74163.0,2591.0,4599.0,6614.0,10869.0,49490.0,2021-08-01
Калужская область,74478.0,2927.0,4932.0,6824.0,11614.0,48181.0,2021-08-01
Костромская область,54921.0,1830.0,3625.0,4700.0,8593.0,36173.0,2021-08-01
Курская область,115022.0,4684.0,8471.0,13364.0,23061.0,65442.0,2021-08-01
Липецкая область,109384.0,3632.0,6548.0,9655.0,17894.0,71655.0,2021-08-01
Орловская область,56820.0,2311.0,3629.0,5294.0,8921.0,36665.0,2021-08-01
Рязанская область,122588.0,3565.0,6171.0,9437.0,18006.0,85409.0,2021-08-01
Смоленская область,69979.0,2639.0,5143.0,6996.0,11623.0,43578.0,2021-08-01
Тамбовская область,102904.0,2958.0,5686.0,9887.0,17343.0,67030.0,2021-08-01
Тверская область,91217.0,3619.0,6094.0,8389.0,14478.0,58637.0,2021-08-01
Тульская область,139244.0,4706.0,8736.0,13849.0,23088.0,88865.0,2021-08-01
Ярославская область,92980.0,2661.0,4996.0,7433.0,12578.0,65312.0,2021-08-01
город Москва,942840.0,29939.0,45079.0,64942.0,126201.0,676679.0,2021-08-01
Московская область,397982.0,15961.0,26279.0,36604.0,61797.0,257341.0,2021-08-01
Северо-Западный федеральный округ,1131165.0,35336.0,60374.0,83219.0,139920.0,812316.0,2021-08-01
Республика Карелия,56704.0,1957.0,3278.0,4552.0,7011.0,39906.0,2021-08-01
Республика Коми,59165.0,2760.0,4949.0,6560.0,9880.0,35016.0,2021-08-01
Архангельская область,81196.0,2935.0,5119.0,7168.0,10972.0,55002.0,2021-08-01
Ненецкий автономный округ,2816.0,129.0,205.0,323.0,443.0,1716.0,2021-08-01
Вологодская область,88804.0,2911.0,5174.0,7324.0,13237.0,60158.0,2021-08-01
Калининградская область,64832.0,2625.0,4288.0,5903.0,9565.0,42451.0,2021-08-01
город Санкт-Петербург,528187.0,13159.0,20798.0,29029.0,52797.0,412404.0,2021-08-01
Ленинградская область,123906.0,3492.0,7127.0,9841.0,16948.0,86498.0,2021-08-01
Мурманская область,27276.0,1535.0,2456.0,3351.0,4285.0,15649.0,2021-08-01
Новгородская область,52897.0,1798.0,3323.0,4412.0,7678.0,35686.0,2021-08-01
Псковская область,45382.0,2035.0,3657.0,4756.0,7104.0,27830.0,2021-08-01
Северо-Кавказский федеральный округ,913400.0,89463.0,123303.0,155832.0,206538.0,338264.0,2021-08-01
Республика Дагестан,309302.0,35695.0,46091.0,58575.0,78216.0,90725.0,2021-08-01
Республика Ингушетия,59892.0,7509.0,7536.0,12546.0,16448.0,15853.0,2021-08-01
Кабардино-Балкарская Республика,55608.0,3715.0,5194.0,6971.0,12987.0,26741.0,2021-08-01
Карачаево-Черкесская Республика,51493.0,3722.0,5273.0,7695.0,12219.0,22584.0,2021-08-01
Республика Северная Осетия-Алания,54231.0,2213.0,3412.0,5280.0,10495.0,32831.0,2021-08-01
Чеченская Республика,178275.0,27216.0,41493.0,42813.0,36528.0,30225.0,2021-08-01
Ставропольский край,204599.0,9393.0,14304.0,21952.0,39645.0,119305.0,2021-08-01
Южный федеральный округ,1159069.0,50240.0,89052.0,130110.0,212026.0,677641.0,2021-08-01
Республика Адыгея,31793.0,1436.0,2342.0,3704.0,6221.0,18090.0,2021-08-01
Республика Калмыкия,20712.0,1671.0,1976.0,2223.0,4298.0,10544.0,2021-08-01
Республика Крым,122429.0,4854.0,10255.0,15502.0,25675.0,66143.0,2021-08-01
Краснодарский край,418314.0,18740.0,28140.0,41701.0,68796.0,260937.0,2021-08-01
Астраханская область,42455.0,2700.0,3997.0,5086.0,7569.0,23103.0,2021-08-01
Волгоградская область,163228.0,6259.0,11580.0,16809.0,27322.0,101258.0,2021-08-01
Ростовская область,339288.0,13779.0,29300.0,42908.0,68965.0,184336.0,2021-08-01
город Севастополь,20850.0,801.0,1462.0,2177.0,3180.0,13230.0,2021-08-01
Приволжский федеральный округ,2082927.0,83993.0,137948.0,184967.0,326072.0,1349947.0,2021-08-01
Республика Башкортостан,235739.0,11022.0,16728.0,20960.0,38066.0,148963.0,2021-08-01
Республика Марий Эл,58683.0,2482.0,3905.0,4880.0,8994.0,38422.0,2021-08-01
Республика Мордовия,64670.0,2201.0,3863.0,5643.0,11206.0,41757.0,2021-08-01
Республика Татарстан,272194.0,12142.0,18708.0,24750.0,48078.0,168516.0,2021-08-01
Удмуртская Республика,99353.0,4389.0,7465.0,9944.0,15735.0,61820.0,2021-08-01
Чувашская Республика,74042.0,3506.0,5182.0,7123.0,12479.0,45752.0,2021-08-01
Кировская область,114144.0,3273.0,6269.0,8191.0,14293.0,82118.0,2021-08-01
Нижегородская область,267788.0,9363.0,14370.0,20295.0,35767.0,187993.0,2021-08-01
Оренбургская область,177232.0,6665.0,10622.0,13847.0,25664.0,120434.0,2021-08-01
Пензенская область,92402.0,3122.0,5637.0,8326.0,14774.0,60543.0,2021-08-01
Пермский край,189909.0,7805.0,13475.0,17104.0,25633.0,125892.0,2021-08-01
Самарская область,200881.0,8178.0,14667.0,20675.0,34422.0,122939.0,2021-08-01
Саратовская область,130691.0,5820.0,10058.0,13939.0,23124.0,77750.0,2021-08-01
Ульяновская область,105199.0,4025.0,6999.0,9290.0,17837.0,67048.0,2021-08-01
Уральский федеральный округ,699624.0,36476.0,58099.0,73046.0,106650.0,425353.0,2021-08-01
Курганская область,69584.0,2848.0,4952.0,6453.0,10678.0,44653.0,2021-08-01
Свердловская область,262289.0,12991.0,22262.0,28840.0,38641.0,159555.0,2021-08-01
Тюменская область,89296.0,4587.0,7633.0,8605.0,13111.0,55360.0,2021-08-01
Ханты-Мансийский автономный округ,53067.0,3970.0,5872.0,7038.0,10246.0,25941.0,2021-08-01
Ямало-Ненецкий автономный округ,13921.0,1311.0,1504.0,1818.0,2965.0,6323.0,2021-08-01
Челябинская область,211467.0,10769.0,15876.0,20292.0,31009.0,133521.0,2021-08-01
Сибирский федеральный округ,1183080.0,60955.0,104740.0,131660.0,186785.0,698940.0,2021-08-01
Республика Алтай,20120.0,887.0,1633.0,2131.0,3109.0,12360.0,2021-08-01
Республика Тыва,20830.0,1899.0,2866.0,4100.0,5032.0,6933.0,2021-08-01
Республика Хакасия,26259.0,1506.0,2664.0,3250.0,4071.0,14768.0,2021-08-01
Алтайский край,164996.0,7245.0,13194.0,16451.0,22381.0,105725.0,2021-08-01
Кемеровская область,207554.0,9075.0,16803.0,21781.0,32316.0,127579.0,2021-08-01
Новосибирская область,179792.0,7898.0,15097.0,19448.0,27984.0,109365.0,2021-08-01
Омская область,120244.0,5818.0,9884.0,12753.0,19558.0,72231.0,2021-08-01
Томская область,64488.0,4003.0,6181.0,8095.0,10948.0,35261.0,2021-08-01
Красноярский край,178263.0,10023.0,15982.0,20597.0,29783.0,101878.0,2021-08-01
Иркутская область,200534.0,12601.0,20436.0,23054.0,31603.0,112840.0,2021-08-01
Дальневосточный федеральный округ,479582.0,27823.0,45002.0,57513.0,76220.0,273024.0,2021-08-01
Республика Бурятия,72860.0,4246.0,7147.0,8648.0,12155.0,40664.0,2021-08-01
Забайкальский край,74562.0,4324.0,7153.0,8477.0,11004.0,43604.0,2021-08-01
Хабаровский край,63038.0,3499.0,5491.0,7585.0,9383.0,37080.0,2021-08-01
Амурская область,60839.0,3275.0,5090.0,6320.0,9027.0,37127.0,2021-08-01
Камчатский край,12762.0,793.0,1192.0,1579.0,2100.0,7098.0,2021-08-01
Магаданская область,4930.0,339.0,572.0,726.0,886.0,2407.0,2021-08-01
Сахалинская область,20990.0,1417.0,2116.0,2880.0,3204.0,11373.0,2021-08-01
Еврейская автономная область,12052.0,629.0,1180.0,1440.0,1665.0,7138.0,2021-08-01
Чукотский автономный округ,1647.0,181.0,220.0,287.0,375.0,584.0,2021-08-01
Республика Саха (Якутия),52138.0,4164.0,5528.0,6992.0,10501.0,24953.0,2021-08-01
Приморский край,103764.0,4956.0,9313.0,12579.0,15920.0,60996.0,2021-08-01
г. Байконур,1207.0,134.0,131.0,173.0,360.0,409.0,2021-08-01
Российская Федерация,10721350.0,487415.0,792799.0,1074501.0,1714932.0,6651703.0,2021-09-01
Центральный федеральный округ,3061524.0,102718.0,173888.0,256500.0,462386.0,2066032.0,2021-09-01
Белгородская область,186845.0,4893.0,9227.0,14756.0,27628.0,130341.0,2021-09-01
Брянская область,101632.0,3391.0,6127.0,9705.0,17093.0,65316.0,2021-09-01
Владимирская область,116096.0,3710.0,6617.0,9560.0,16894.0,79315.0,2021-09-01
Воронежская область,209394.0,6576.0,11925.0,18176.0,35427.0,137290.0,2021-09-01
Ивановская область,74330.0,2595.0,4600.0,6641.0,10859.0,49635.0,2021-09-01
Калужская область,74703.0,2933.0,4931.0,6859.0,11603.0,48377.0,2021-09-01
Костромская область,54896.0,1842.0,3610.0,4711.0,8532.0,36201.0,2021-09-01
Курская область,115148.0,4685.0,8430.0,13370.0,23010.0,65653.0,2021-09-01
Липецкая область,109383.0,3634.0,6541.0,9646.0,17831.0,71731.0,2021-09-01
Орловская область,56791.0,2328.0,3596.0,5305.0,8878.0,36684.0,2021-09-01
Рязанская область,122647.0,3572.0,6165.0,9448.0,17926.0,85536.0,2021-09-01
Смоленская область,69991.0,2632.0,5132.0,6994.0,11581.0,43652.0,2021-09-01
Тамбовская область,103034.0,2965.0,5680.0,9876.0,17307.0,67206.0,2021-09-01
Тверская область,91356.0,3608.0,6102.0,8417.0,14467.0,58762.0,2021-09-01
Тульская область,139437.0,4692.0,8731.0,13883.0,23047.0,89084.0,2021-09-01
Ярославская область,92959.0,2673.0,4990.0,7431.0,12560.0,65305.0,2021-09-01
город Москва,943825.0,30003.0,45154.0,65009.0,125924.0,677735.0,2021-09-01
Московская область,399057.0,15986.0,26330.0,36713.0,61819.0,258209.0,2021-09-01
Северо-Западный федеральный округ,1130897.0,35399.0,60343.0,83374.0,139524.0,812257.0,2021-09-01
Республика Карелия,56714.0,1963.0,3273.0,4579.0,6983.0,39916.0,2021-09-01
Республика Коми,59085.0,2750.0,4932.0,6582.0,9812.0,35009.0,2021-09-01
Архангельская область,81148.0,2925.0,5116.0,7198.0,10917.0,54992.0,2021-09-01
Ненецкий автономный округ,2808.0,129.0,205.0,319.0,445.0,1710.0,2021-09-01
Вологодская область,88868.0,2934.0,5184.0,7344.0,13217.0,60189.0,2021-09-01
Калининградская область,64976.0,2621.0,4298.0,5923.0,9584.0,42550.0,2021-09-01
город Санкт-Петербург,527910.0,13219.0,20814.0,29032.0,52669.0,412176.0,2021-09-01
Ленинградская область,123869.0,3492.0,7102.0,9868.0,16860.0,86547.0,2021-09-01
Мурманская область,27235.0,1531.0,2441.0,3356.0,4276.0,15631.0,2021-09-01
Новгородская область,52860.0,1800.0,3325.0,4410.0,7635.0,35690.0,2021-09-01
Псковская область,45424.0,2035.0,3653.0,4763.0,7126.0,27847.0,2021-09-01
Северо-Кавказский федеральный округ,914658.0,89550.0,123403.0,155679.0,206295.0,339731.0,2021-09-01
Республика Дагестан,309801.0,35746.0,46185.0,58479.0,78113.0,91278.0,2021-09-01
Республика Ингушетия,60038.0,7557.0,7529.0,12510.0,16487.0,15955.0,2021-09-01
Кабардино-Балкарская Республика,55663.0,3713.0,5198.0,6958.0,12936.0,26858.0,2021-09-01
Карачаево-Черкесская Республика,51571.0,3720.0,5298.0,7703.0,12182.0,22668.0,2021-09-01
Республика Северная Осетия-Алания,54055.0,2193.0,3404.0,5235.0,10413.0,32810.0,2021-09-01
Чеченская Республика,178600.0,27210.0,41489.0,42843.0,36654.0,30404.0,2021-09-01
Ставропольский край,204930.0,9411.0,14300.0,21951.0,39510.0,119758.0,2021-09-01
Южный федеральный округ,1160851.0,50272.0,89036.0,130298.0,211605.0,679640.0,2021-09-01
Республика Адыгея,31855.0,1434.0,2339.0,3712.0,6213.0,18157.0,2021-09-01
Республика Калмыкия,20773.0,1667.0,1978.0,2238.0,4270.0,10620.0,2021-09-01
Республика Крым,122759.0,4853.0,10285.0,15532.0,25625.0,66464.0,2021-09-01
Краснодарский край,418966.0,18801.0,28151.0,41773.0,68686.0,261555.0,2021-09-01
Астраханская область,42518.0,2703.0,3991.0,5087.0,7580.0,23157.0,2021-09-01
Волгоградская область,163266.0,6265.0,11558.0,16810.0,27252.0,101381.0,2021-09-01
Ростовская область,339768.0,13741.0,29269.0,42955.0,68808.0,184995.0,2021-09-01
город Севастополь,20946.0,808.0,1465.0,2191.0,3171.0,13311.0,2021-09-01
Приволжский федеральный округ,2085972.0,84048.0,138180.0,185458.0,325477.0,1352809.0,2021-09-01
Республика Башкортостан,236333.0,11065.0,16773.0,21036.0,38074.0,149385.0,2021-09-01
Республика Марий Эл,58772.0,2478.0,3925.0,4893.0,8962.0,38514.0,2021-09-01
Республика Мордовия,64741.0,2196.0,3863.0,5642.0,11180.0,41860.0,2021-09-01
Республика Татарстан,272538.0,12157.0,18778.0,24760.0,47922.0,168921.0,2021-09-01
Удмуртская Республика,99298.0,4390.0,7442.0,9977.0,15620.0,61869.0,2021-09-01
Чувашская Республика,74247.0,3501.0,5206.0,7141.0,12461.0,45938.0,2021-09-01
Кировская область,114338.0,3263.0,6279.0,8231.0,14242.0,82323.0,2021-09-01
Нижегородская область,268173.0,9351.0,14391.0,20378.0,35734.0,188319.0,2021-09-01
Оренбургская область,177256.0,6687.0,10624.0,13896.0,25586.0,120463.0,2021-09-01
Пензенская область,92654.0,3128.0,5640.0,8337.0,14793.0,60756.0,2021-09-01
Пермский край,190084.0,7794.0,13499.0,17168.0,25657.0,125966.0,2021-09-01
Самарская область,201262.0,8210.0,14703.0,20740.0,34349.0,123260.0,2021-09-01
Саратовская область,130937.0,5814.0,10053.0,13952.0,23108.0,78010.0,2021-09-01
Ульяновская область,105339.0,4014.0,7004.0,9307.0,17789.0,67225.0,2021-09-01
Уральский федеральный округ,700873.0,36525.0,58074.0,73325.0,106590.0,426359.0,2021-09-01
Курганская область,69636.0,2836.0,4946.0,6500.0,10649.0,44705.0,2021-09-01
Свердловская область,262792.0,13005.0,22242.0,28960.0,38686.0,159899.0,2021-09-01
Тюменская область,89337.0,4592.0,7616.0,8637.0,13029.0,55463.0,2021-09-01
Ханты-Мансийский автономный округ,53277.0,3992.0,5871.0,7079.0,10247.0,26088.0,2021-09-01
Ямало-Ненецкий автономный округ,13933.0,1308.0,1511.0,1807.0,2953.0,6354.0,2021-09-01
Челябинская область,211898.0,10792.0,15888.0,20342.0,31026.0,133850.0,2021-09-01
Сибирский федеральный округ,1185102.0,60937.0,104730.0,132067.0,186531.0,700837.0,2021-09-01
Республика Алтай,20102.0,889.0,1623.0,2127.0,3095.0,12368.0,2021-09-01
